date,close,symbol
,002624.SZ,
2024-01-17,9.71780014038086,002624.SZ
2024-01-18,9.886153221130371,002624.SZ
2024-01-19,10.045154571533203,002624.SZ
2024-01-22,9.38109016418457,002624.SZ
2024-01-23,9.699092864990234,002624.SZ
2024-01-24,9.736505508422852,002624.SZ
2024-01-25,9.942272186279297,002624.SZ
2024-01-26,9.923565864562988,002624.SZ
2024-01-29,9.75521183013916,002624.SZ
2024-01-30,9.418501853942871,002624.SZ
2024-01-31,8.941497802734375,002624.SZ
2024-02-01,9.05373477935791,002624.SZ
2024-02-02,9.353031158447266,002624.SZ
2024-02-05,8.41772747039795,002624.SZ
2024-02-06,9.016322135925293,002624.SZ
2024-02-07,9.540091514587402,002624.SZ
2024-02-08,9.84874153137207,002624.SZ
2024-02-19,10.148038864135742,002624.SZ
2024-02-20,9.998390197753906,002624.SZ
2024-02-21,9.989036560058594,002624.SZ
2024-02-22,10.129332542419434,002624.SZ
2024-02-23,10.27898120880127,002624.SZ
2024-02-26,10.241568565368652,002624.SZ
2024-02-27,10.914986610412598,002624.SZ
2024-02-28,10.587631225585938,002624.SZ
2024-02-29,10.961752891540527,002624.SZ
2024-03-01,10.98045825958252,002624.SZ
2024-03-04,10.93369197845459,002624.SZ
2024-03-05,10.709219932556152,002624.SZ
2024-03-06,10.662455558776855,002624.SZ
2024-03-07,10.325746536254883,002624.SZ
2024-03-08,10.41927719116211,002624.SZ
2024-03-11,10.606337547302246,002624.SZ
2024-03-12,10.709219932556152,002624.SZ
2024-03-13,10.943046569824219,002624.SZ
2024-03-14,10.653101921081543,002624.SZ
2024-03-15,10.615690231323242,002624.SZ
2024-03-18,10.699867248535156,002624.SZ
2024-03-19,11.363932609558105,002624.SZ
2024-03-20,11.504227638244629,002624.SZ
2024-03-21,11.466815948486328,002624.SZ
2024-03-22,11.373285293579102,002624.SZ
2024-03-25,10.858868598937988,002624.SZ
2024-03-26,10.335099220275879,002624.SZ
2024-03-27,9.67103385925293,002624.SZ
2024-03-28,9.960977554321289,002624.SZ
2024-03-29,9.84874153137207,002624.SZ
2024-04-01,10.596983909606934,002624.SZ
2024-04-02,10.241568565368652,002624.SZ
2024-04-03,9.951624870300293,002624.SZ
2024-04-08,9.661681175231934,002624.SZ
2024-04-09,9.998390197753906,002624.SZ
2024-04-10,9.745858192443848,002624.SZ
2024-04-11,9.783269882202148,002624.SZ
2024-04-12,9.409149169921875,002624.SZ
2024-04-15,9.334324836730957,002624.SZ
2024-04-16,9.222087860107422,002624.SZ
2024-04-17,9.493326187133789,002624.SZ
2024-04-18,9.343677520751953,002624.SZ
2024-04-19,9.128558158874512,002624.SZ
2024-04-22,9.194028854370117,002624.SZ
2024-04-23,9.20338249206543,002624.SZ
2024-04-24,9.334324836730957,002624.SZ
2024-04-25,9.250147819519043,002624.SZ
2024-04-26,9.483973503112793,002624.SZ
2024-04-29,9.530738830566406,002624.SZ
2024-04-30,9.353031158447266,002624.SZ
2024-05-06,9.474620819091797,002624.SZ
2024-05-07,9.465267181396484,002624.SZ
2024-05-08,9.212735176086426,002624.SZ
2024-05-09,9.399796485900879,002624.SZ
2024-05-10,9.268853187561035,002624.SZ
2024-05-13,9.137910842895508,002624.SZ
2024-05-14,9.362383842468262,002624.SZ
2024-05-15,9.250147819519043,002624.SZ
2024-05-16,9.14726448059082,002624.SZ
2024-05-17,9.20338249206543,002624.SZ
2024-05-20,9.212735176086426,002624.SZ
2024-05-21,9.222087860107422,002624.SZ
2024-05-22,9.184676170349121,002624.SZ
2024-05-23,8.997615814208984,002624.SZ
2024-05-24,8.922791481018066,002624.SZ
2024-05-27,8.876026153564453,002624.SZ
2024-05-28,8.791849136352539,002624.SZ
2024-05-29,8.791849136352539,002624.SZ
2024-05-30,8.6515531539917,002624.SZ
2024-05-31,8.642200469970703,002624.SZ
2024-06-03,8.473846435546875,002624.SZ
2024-06-04,8.67961311340332,002624.SZ
2024-06-05,8.472954750061035,002624.SZ
2024-06-06,8.217093467712402,002624.SZ
2024-06-07,8.31550121307373,002624.SZ
2024-06-11,8.374547004699707,002624.SZ
2024-06-12,8.463114738464355,002624.SZ
2024-06-13,8.384387969970703,002624.SZ
2024-06-14,8.463114738464355,002624.SZ
2024-06-17,8.335184097290039,002624.SZ
2024-06-18,8.364706039428711,002624.SZ
2024-06-19,8.187570571899414,002624.SZ
2024-06-20,7.9612321853637695,002624.SZ
2024-06-21,7.951391220092773,002624.SZ
2024-06-24,7.636484622955322,002624.SZ
2024-06-25,7.203488349914551,002624.SZ
2024-06-26,7.6561665534973145,002624.SZ
2024-06-27,7.538075923919678,002624.SZ
2024-06-28,7.479031085968018,002624.SZ
2024-07-01,7.498712539672852,002624.SZ
2024-07-02,7.508553981781006,002624.SZ
2024-07-03,7.449509143829346,002624.SZ
2024-07-04,7.213328838348389,002624.SZ
2024-07-05,7.311737060546875,002624.SZ
2024-07-08,7.00667142868042,002624.SZ
2024-07-09,7.00667142868042,002624.SZ
2024-07-10,6.8984222412109375,002624.SZ
2024-07-11,7.114920616149902,002624.SZ
2024-07-12,7.06571626663208,002624.SZ
2024-07-15,7.00667142868042,002624.SZ
2024-07-16,7.341259479522705,002624.SZ
2024-07-17,7.439667701721191,002624.SZ
2024-07-18,7.459349632263184,002624.SZ
2024-07-19,7.52823543548584,002624.SZ
2024-07-22,7.734892845153809,002624.SZ
2024-07-23,7.370781898498535,002624.SZ
2024-07-24,7.144443035125732,002624.SZ
2024-07-25,7.419986248016357,002624.SZ
2024-07-26,7.400304794311523,002624.SZ
2024-07-29,7.380622863769531,002624.SZ
2024-07-30,7.400304794311523,002624.SZ
2024-07-31,7.715211391448975,002624.SZ
2024-08-01,7.784096717834473,002624.SZ
2024-08-02,7.7053704261779785,002624.SZ
2024-08-05,7.685688495635986,002624.SZ
2024-08-06,7.823460102081299,002624.SZ
2024-08-07,7.793937683105469,002624.SZ
2024-08-08,7.7447333335876465,002624.SZ
2024-08-09,7.61680269241333,002624.SZ
2024-08-12,7.547916889190674,002624.SZ
2024-08-13,7.52823543548584,002624.SZ
2024-08-14,7.606962203979492,002624.SZ
2024-08-15,7.754574775695801,002624.SZ
2024-08-16,7.5872802734375,002624.SZ
2024-08-19,7.606962203979492,002624.SZ
2024-08-20,7.498712539672852,002624.SZ
2024-08-21,7.784096717834473,002624.SZ
2024-08-22,7.252692222595215,002624.SZ
2024-08-23,7.164124965667725,002624.SZ
2024-08-26,7.252692222595215,002624.SZ
2024-08-27,7.105079650878906,002624.SZ
2024-08-28,7.12476110458374,002624.SZ
2024-08-29,7.262533187866211,002624.SZ
2024-08-30,7.479031085968018,002624.SZ
2024-09-02,7.183806419372559,002624.SZ
2024-09-03,7.252692222595215,002624.SZ
2024-09-04,7.213328838348389,002624.SZ
2024-09-05,7.518394470214844,002624.SZ
2024-09-06,7.380622863769531,002624.SZ
2024-09-09,7.311737060546875,002624.SZ
2024-09-10,7.380622863769531,002624.SZ
2024-09-11,7.351100444793701,002624.SZ
2024-09-12,7.311737060546875,002624.SZ
2024-09-13,7.1936469078063965,002624.SZ
2024-09-18,7.144443035125732,002624.SZ
2024-09-19,7.52823543548584,002624.SZ
2024-09-20,7.597120761871338,002624.SZ
2024-09-23,7.902186870574951,002624.SZ
2024-09-24,8.187570571899414,002624.SZ
2024-09-25,8.108843803405762,002624.SZ
2024-09-26,8.266297340393066,002624.SZ
2024-09-27,8.659931182861328,002624.SZ
2024-09-30,9.447197914123535,002624.SZ
2024-10-08,9.919557571411133,002624.SZ
2024-10-09,8.94531536102295,002624.SZ
2024-10-10,8.925633430480957,002624.SZ
2024-10-11,8.463114738464355,002624.SZ
2024-10-14,8.610726356506348,002624.SZ
2024-10-15,8.541841506958008,002624.SZ
2024-10-16,8.787861824035645,002624.SZ
2024-10-17,8.689453125,002624.SZ
2024-10-18,8.955156326293945,002624.SZ
2024-10-21,9.850671768188477,002624.SZ
2024-10-22,9.663695335388184,002624.SZ
2024-10-23,9.575127601623535,002624.SZ
2024-10-24,9.447197914123535,002624.SZ
2024-10-25,9.801466941833496,002624.SZ
2024-10-28,10.126214981079102,002624.SZ
2024-10-29,9.870352745056152,002624.SZ
2024-10-30,9.72274112701416,002624.SZ
2024-10-31,9.860512733459473,002624.SZ
2024-11-01,9.575127601623535,002624.SZ
2024-11-04,10.28366756439209,002624.SZ
2024-11-05,10.94300365447998,002624.SZ
2024-11-06,11.966449737548828,002624.SZ
2024-11-07,11.966449737548828,002624.SZ
2024-11-08,11.661384582519531,002624.SZ
2024-11-11,12.547059059143066,002624.SZ
2024-11-12,12.10422134399414,002624.SZ
2024-11-13,12.04517650604248,002624.SZ
2024-11-14,11.87788200378418,002624.SZ
2024-11-15,11.513772010803223,002624.SZ
2024-11-18,11.179183006286621,002624.SZ
2024-11-19,11.75979232788086,002624.SZ
2024-11-20,11.92708683013916,002624.SZ
2024-11-21,11.907404899597168,002624.SZ
2024-11-22,11.612180709838867,002624.SZ
2024-11-25,12.291196823120117,002624.SZ
2024-11-26,12.10422134399414,002624.SZ
2024-11-27,13.314643859863281,002624.SZ
2024-11-28,12.665148735046387,002624.SZ
2024-11-29,12.714353561401367,002624.SZ
2024-12-02,12.930851936340332,002624.SZ
2024-12-03,12.547059059143066,002624.SZ
2024-12-04,12.310879707336426,002624.SZ
2024-12-05,12.763557434082031,002624.SZ
2024-12-06,12.86196517944336,002624.SZ
2024-12-09,12.989895820617676,002624.SZ
2024-12-10,12.822602272033691,002624.SZ
2024-12-11,12.734034538269043,002624.SZ
2024-12-12,12.59626293182373,002624.SZ
2024-12-13,12.556900024414062,002624.SZ
2024-12-16,11.572816848754883,002624.SZ
2024-12-17,11.326796531677246,002624.SZ
2024-12-18,11.533453941345215,002624.SZ
2024-12-19,11.651543617248535,002624.SZ
2024-12-20,11.405522346496582,002624.SZ
2024-12-23,10.628097534179688,002624.SZ
2024-12-24,10.82491397857666,002624.SZ
2024-12-25,10.519847869873047,002624.SZ
2024-12-26,10.431281089782715,002624.SZ
2024-12-27,10.460803031921387,002624.SZ
2024-12-30,10.519847869873047,002624.SZ
2024-12-31,10.16557788848877,002624.SZ
2025-01-02,9.821148872375488,002624.SZ
2025-01-03,9.516082763671875,002624.SZ
2025-01-06,9.427515983581543,002624.SZ
2025-01-07,9.516082763671875,002624.SZ
2025-01-08,9.466878890991211,002624.SZ
2025-01-09,9.535764694213867,002624.SZ
2025-01-10,9.29958438873291,002624.SZ
2025-01-13,9.309425354003906,002624.SZ
2025-01-14,9.693218231201172,002624.SZ
2025-01-15,9.712899208068848,002624.SZ
2025-01-16,9.634173393249512,002624.SZ
2025-01-17,9.545605659484863,002624.SZ
2025-01-20,10.077010154724121,002624.SZ
2025-01-21,10.273826599121094,002624.SZ
2025-01-22,10.10653305053711,002624.SZ
2025-01-23,10.008124351501465,002624.SZ
2025-01-24,10.027806282043457,002624.SZ
2025-01-27,10.28366756439209,002624.SZ
2025-02-05,10.608414649963379,002624.SZ
2025-02-06,11.139820098876953,002624.SZ
2025-02-07,10.992207527160645,002624.SZ
2025-02-10,11.159502029418945,002624.SZ
2025-02-11,11.120139122009277,002624.SZ
2025-02-12,11.346477508544922,002624.SZ
2025-02-13,11.307113647460938,002624.SZ
2025-02-14,11.631861686706543,002624.SZ
2025-02-17,11.641702651977539,002624.SZ
2025-02-18,11.356318473815918,002624.SZ
2025-02-19,11.415364265441895,002624.SZ
2025-02-20,11.228387832641602,002624.SZ
2025-02-21,11.55313491821289,002624.SZ
2025-02-24,11.346477508544922,002624.SZ
2025-02-25,11.120139122009277,002624.SZ
2025-02-26,11.090616226196289,002624.SZ
2025-02-27,11.464567184448242,002624.SZ
2025-02-28,10.77570915222168,002624.SZ
2025-03-03,11.31695556640625,002624.SZ
2025-03-04,11.238228797912598,002624.SZ
2025-03-05,11.37600040435791,002624.SZ
2025-03-06,11.75979232788086,002624.SZ
2025-03-07,11.592497825622559,002624.SZ
2025-03-10,11.474408149719238,002624.SZ
2025-03-11,11.189023971557617,002624.SZ
2025-03-12,11.31695556640625,002624.SZ
2025-03-13,11.090616226196289,002624.SZ
2025-03-14,11.681065559387207,002624.SZ
2025-03-17,11.612180709838867,002624.SZ
2025-03-18,11.622021675109863,002624.SZ
2025-03-19,11.366159439086914,002624.SZ
2025-03-20,11.139820098876953,002624.SZ
2025-03-21,10.815073013305664,002624.SZ
2025-03-24,11.041412353515625,002624.SZ
2025-03-25,10.893798828125,002624.SZ
2025-03-26,10.893798828125,002624.SZ
2025-03-27,10.893798828125,002624.SZ
2025-03-28,11.31695556640625,002624.SZ
2025-03-31,11.287432670593262,002624.SZ
2025-04-01,11.49409008026123,002624.SZ
2025-04-02,11.543293952941895,002624.SZ
2025-04-03,11.661384582519531,002624.SZ
2025-04-07,10.500165939331055,002624.SZ
2025-04-08,10.441121101379395,002624.SZ
2025-04-09,11.198864936828613,002624.SZ
2025-04-10,11.336637496948242,002624.SZ
2025-04-11,11.277591705322266,002624.SZ
2025-04-14,11.562975883483887,002624.SZ
2025-04-15,11.55313491821289,002624.SZ
2025-04-16,11.75979232788086,002624.SZ
2025-04-17,11.779474258422852,002624.SZ
2025-04-18,11.858201026916504,002624.SZ
2025-04-21,12.084539413452148,002624.SZ
2025-04-22,11.9959716796875,002624.SZ
2025-04-23,11.808996200561523,002624.SZ
2025-04-24,11.631861686706543,002624.SZ
2025-04-25,12.084539413452148,002624.SZ
2025-04-28,12.85212516784668,002624.SZ
2025-04-29,13.08830451965332,002624.SZ
2025-04-30,13.373688697814941,002624.SZ
2025-05-06,13.491778373718262,002624.SZ
2025-05-07,13.383529663085938,002624.SZ
2025-05-08,13.216236114501953,002624.SZ
2025-05-09,13.167031288146973,002624.SZ
2025-05-12,13.235917091369629,002624.SZ
2025-05-13,13.47209644317627,002624.SZ
2025-05-14,13.245758056640625,002624.SZ
2025-05-15,12.566740989685059,002624.SZ
2025-05-16,12.340401649475098,002624.SZ
2025-05-19,12.606103897094727,002624.SZ
2025-05-20,12.881647109985352,002624.SZ
2025-05-21,12.881647109985352,002624.SZ
2025-05-22,12.674989700317383,002624.SZ
2025-05-23,12.48801326751709,002624.SZ
2025-05-26,12.625785827636719,002624.SZ
2025-05-27,12.566740989685059,002624.SZ
2025-05-28,12.763557434082031,002624.SZ
2025-05-29,13.216236114501953,002624.SZ
2025-05-30,13.226076126098633,002624.SZ
2025-06-03,14.003501892089844,002624.SZ
2025-06-04,14.436498641967773,002624.SZ
2025-06-05,14.406976699829102,002624.SZ
2025-06-06,14.220000267028809,002624.SZ
2025-06-09,14.260000228881836,002624.SZ
2025-06-10,14.149999618530273,002624.SZ
2025-06-11,14.550000190734863,002624.SZ
2025-06-12,15.270000457763672,002624.SZ
2025-06-13,15.220000267028809,002624.SZ
2025-06-16,15.380000114440918,002624.SZ
2025-06-17,15.460000038146973,002624.SZ
2025-06-18,15.40999984741211,002624.SZ
2025-06-19,15.020000457763672,002624.SZ
2025-06-20,15.100000381469727,002624.SZ
2025-06-23,14.8100004196167,002624.SZ
2025-06-24,15.010000228881836,002624.SZ
2025-06-25,15.079999923706055,002624.SZ
2025-06-26,14.930000305175781,002624.SZ
2025-06-27,14.420000076293945,002624.SZ
2025-06-30,15.170000076293945,002624.SZ
2025-07-01,15.149999618530273,002624.SZ
2025-07-02,14.75,002624.SZ
2025-07-03,14.760000228881836,002624.SZ
2025-07-04,14.819999694824219,002624.SZ
2025-07-07,14.829999923706055,002624.SZ
2025-07-08,15.220000267028809,002624.SZ
2025-07-09,15.390000343322754,002624.SZ
2025-07-10,15.079999923706055,002624.SZ
2025-07-11,14.600000381469727,002624.SZ
2025-07-14,14.380000114440918,002624.SZ
2025-07-15,14.510000228881836,002624.SZ
2025-07-16,14.529999732971191,002624.SZ
2025-07-17,14.5600004196167,002624.SZ
2025-07-18,14.289999961853027,002624.SZ
2025-07-21,14.4399995803833,002624.SZ
2025-07-22,14.329999923706055,002624.SZ
2025-07-23,14.420000076293945,002624.SZ
2025-07-24,14.430000305175781,002624.SZ
2025-07-25,14.430000305175781,002624.SZ
2025-07-28,14.640000343322754,002624.SZ
2025-07-29,15.079999923706055,002624.SZ
2025-07-30,14.989999771118164,002624.SZ
2025-07-31,14.550000190734863,002624.SZ
2025-08-01,14.649999618530273,002624.SZ
2025-08-04,14.699999809265137,002624.SZ
2025-08-05,15.390000343322754,002624.SZ
2025-08-06,15.90999984741211,002624.SZ
2025-08-07,15.600000381469727,002624.SZ
2025-08-08,15.279999732971191,002624.SZ
2025-08-11,15.210000038146973,002624.SZ
2025-08-12,14.979999542236328,002624.SZ
2025-08-13,15.359999656677246,002624.SZ
2025-08-14,15.479999542236328,002624.SZ
2025-08-15,15.550000190734863,002624.SZ
2025-08-18,15.579999923706055,002624.SZ
2025-08-19,15.380000114440918,002624.SZ
2025-08-20,15.75,002624.SZ
2025-08-21,15.670000076293945,002624.SZ
2025-08-22,15.779999732971191,002624.SZ
2025-08-25,16.110000610351562,002624.SZ
2025-08-26,16.3700008392334,002624.SZ
2025-08-27,15.9399995803833,002624.SZ
2025-08-28,16.280000686645508,002624.SZ
2025-08-29,16.65999984741211,002624.SZ
2025-09-01,16.280000686645508,002624.SZ
2025-09-02,15.670000076293945,002624.SZ
2025-09-03,15.739999771118164,002624.SZ
2025-09-04,15.029999732971191,002624.SZ
2025-09-05,15.850000381469727,002624.SZ
2025-09-08,16.540000915527344,002624.SZ
2025-09-09,16.610000610351562,002624.SZ
2025-09-10,17.079999923706055,002624.SZ
2025-09-11,17.3700008392334,002624.SZ
2025-09-12,16.979999542236328,002624.SZ
2025-09-15,18.68000030517578,002624.SZ
2025-09-16,18.809999465942383,002624.SZ
2025-09-17,19.280000686645508,002624.SZ
2025-09-18,19.139999389648438,002624.SZ
2025-09-19,19.450000762939453,002624.SZ
2025-09-22,18.8700008392334,002624.SZ
2025-09-23,18.56999969482422,002624.SZ
2025-09-24,19.049999237060547,002624.SZ
2025-09-25,19.75,002624.SZ
2025-09-26,19.190000534057617,002624.SZ
2025-09-29,19.15999984741211,002624.SZ
2025-09-30,19.15999984741211,002624.SZ
2025-10-09,18.489999771118164,002624.SZ
2025-10-10,17.81999969482422,002624.SZ
2025-10-13,17.65999984741211,002624.SZ
2025-10-14,17.149999618530273,002624.SZ
2025-10-15,17.399999618530273,002624.SZ
2025-10-16,16.940000534057617,002624.SZ
2025-10-17,16.579999923706055,002624.SZ
2025-10-20,17.020000457763672,002624.SZ
2025-10-21,17.15999984741211,002624.SZ
2025-10-22,17.209999084472656,002624.SZ
2025-10-23,17.270000457763672,002624.SZ
2025-10-24,17.299999237060547,002624.SZ
2025-10-27,16.969999313354492,002624.SZ
2025-10-28,16.940000534057617,002624.SZ
2025-10-29,17.56999969482422,002624.SZ
2025-10-30,16.959999084472656,002624.SZ
2025-10-31,17.1299991607666,002624.SZ
2025-11-03,17.8799991607666,002624.SZ
2025-11-04,17.469999313354492,002624.SZ
2025-11-05,16.420000076293945,002624.SZ
2025-11-06,16.479999542236328,002624.SZ
